DEPT          TVD           GR      TAB_DEN      TAB_RES         ROP5         DCAV         CRPM         A34H         P16H         P28H         P34H         TNPH          PEF         DRHO         RHOB 
       4759.80000   4651.47222    124.39600      0.00000      0.00000     62.66652      6.02528     97.32500    200.00000     66.26743     86.64598     90.76658      7.11142      2.95874      0.07768      2.56331
       4759.90000   4651.56144    126.32990      0.00000      0.00000     61.40590      6.03165     97.29324    200.00000     53.98912     73.02124     82.82902      7.15317      2.88264      0.08105      2.56452
       4760.00000   4651.65066    126.11760      0.00000      0.00000     62.10388      6.04426     97.26149    200.00000     51.06885     75.17121     80.06715      7.22451      2.87427      0.08815      2.57385
       4760.10000   4651.73988    125.68780      0.00000      0.00000     64.37453      6.04768     97.22974    200.00000     49.85403     77.48016     78.68888      7.25117      2.81835      0.09028      2.58006
       4760.20000   4651.82909    125.25800      0.00000      0.00000     68.84966      6.03534     97.19799    200.00000     49.85403     77.48016     78.68888      7.20134      2.67514      0.08382      2.57998
       4760.30000   4651.91831    123.90430      0.00000      0.00000     68.85255      6.03791     97.16624    200.00000     48.34284     76.89014     70.08182      7.08738      2.64622      0.08571      2.58940
       4760.40000   4652.00752    122.61680      0.00000      0.00000     68.64311      6.03989     97.13449    200.00000     49.13589     77.19389     67.55102      6.92485      2.65967      0.08710      2.59558
       4760.50000   4652.09672    121.75720      0.00000      0.00000     69.45284      6.03592     97.10275    200.00000     54.96874     79.45377     79.79700      6.68700      2.72006      0.08482      2.59227
       4760.60000   4652.18593    121.42120      0.00000      0.00000     70.13864      6.03960     97.07099    200.00000     49.15856     78.04357     85.43298      6.51802      2.77234      0.08695      2.59554
       4760.70000   4652.27513    121.14440      0.00000      0.00000     70.38386      6.04512     97.03925    200.00000     43.10239     76.43450     88.35617      6.43009      2.84674      0.09020      2.60112
       4760.80000   4652.36433    120.71460      0.00000      0.00000     69.61074      6.05085     97.00749    200.00000     43.10239     76.43450     88.35617      6.50309      2.98044      0.09371      2.60866
       4760.90000   4652.45353    120.28490      0.00000      0.00000     69.69102      6.05840     97.02710    200.00000     50.75276     83.91613    101.41790      6.53102      3.04925      0.09828      2.61710
       4761.00000   4652.54273    118.77210      0.00000      0.00000     70.05469      6.06389     97.06257    200.00000     57.86946     90.83006    110.27060      6.50991      3.10117      0.10157      2.62258
       4761.10000   4652.63192    113.82990      0.00000      0.00000     70.48093      6.06106     97.09804    200.00000     55.81273     88.62787     93.01776      6.37758      3.16312      0.09974      2.61783
       4761.20000   4652.72111    110.42620      0.00000      0.00000     69.83865      6.06219     97.13351    200.00000     53.97422     83.56288     89.86045      6.24000      3.20191      0.10064      2.62218
       4761.30000   4652.81030    108.16910      0.00000      0.00000     69.03267      6.06201     97.16898    200.00000     52.55864     78.55287     91.82685      6.10512      3.19788      0.10101      2.62947
       4761.40000   4652.89948    108.16910      0.00000      0.00000     69.32137      6.04961     97.20444    200.00000     52.55864     78.55287     91.82685      5.99036      3.05229      0.09458      2.63393
       4761.50000   4652.98866    108.16910      0.00000      0.00000     68.76406      6.04880     97.23991    200.00000     57.38269     81.99704     90.41048      5.95053      2.98681      0.09526      2.65168
       4761.60000   4653.07785    108.16910      0.00000      0.00000     68.08078      6.05185     97.27538    200.00000     65.12865     87.52322     89.17580      5.90877      2.96842      0.09805      2.67002
       4761.70000   4653.16702    108.16910      0.00000      0.00000     69.14818      6.04355     97.31084    200.00000     75.99131     95.25023     93.20570      5.63411      2.99327      0.09244      2.65267
       4761.80000   4653.25620    107.10330      0.00000      0.00000     69.99672      6.03635     97.34631    200.00000     75.18138     97.52106     98.68068      5.48709      3.04665      0.08766      2.63819
       4761.90000   4653.34537    105.30180      0.00000      0.00000     70.47282      6.03117     97.38178    200.00000     67.88995     95.96180    103.57270      5.41286      3.11802      0.08420      2.62662
       4762.00000   4653.43454    102.72320      0.00000      0.00000     68.70501      6.03870     97.41725    200.00000     66.93272     89.82604     94.63501      5.28721      3.19426      0.08822      2.62591
       4762.10000   4653.52371    101.37380      0.00000      0.00000     68.10050      6.04339     97.45272    200.00000     64.93217     83.79219     90.99947      5.29141      3.11552      0.09082      2.62711
       4762.20000   4653.61288    100.94400      0.00000      0.00000     68.40605      6.04577     97.48819    200.00000     62.28445     78.12057     91.31534      5.38781      2.92580      0.09225      2.62967
       4762.30000   4653.70204    100.51430      0.00000      0.00000     69.49719      6.04484     97.52366    200.00000     62.28445     78.12057     91.31534      5.38627      2.83521      0.09183      2.63101
       4762.40000   4653.79120    100.98530      0.00000      0.00000     70.12835      6.04078     97.55913    200.00000     62.87489     80.79261     93.45382      5.37450      2.75637      0.08967      2.63158
       4762.50000   4653.88036    102.27460      0.00000      0.00000     70.34165      6.03388     97.59460    200.00000     64.00167     85.89194     97.53488      5.35343      2.68819      0.08593      2.63144
       4762.60000   4653.96952    103.13410      0.00000      0.00000     63.74857      6.01496     97.63007    200.00000     64.73810     87.10058     91.51253      5.33079      2.68525      0.07557      2.62872
       4762.70000   4654.05867    104.19820      0.00000      0.00000     60.37616      6.00431     97.66553    200.00000     67.90274     86.52918     84.40713      5.37465      2.65882      0.07001      2.63312
       4762.80000   4654.14782    105.48740      0.00000      0.00000     60.54917      6.00275     97.70100    200.00000     73.74045     83.99826     76.10947      5.49174      2.60655      0.06971      2.64535
       4762.90000   4654.23698    106.36760      0.00000      0.00000     61.41981      5.98868     97.73647    200.00000     72.49034     87.13605     84.06168      5.46265      2.66878      0.06147      2.62991
       4763.00000   4654.32613    107.22710      0.00000      0.00000     61.90221      5.98344     97.77193    200.00000     71.57087     89.09435     89.07899      5.37731      2.74141      0.05826      2.62104
       4763.10000   4654.41528    108.08660      0.00000      0.00000     61.81876      5.99087     97.80740    200.00000     71.57087     89.09435     89.07899      5.22666      2.82022      0.06231      2.62283
       4763.20000   4654.50443    107.39210      0.00000      0.00000     61.04150      6.00440     97.84287    200.00000     62.98913     76.81099     76.85001      4.97653      2.93981      0.06989      2.62898
       4763.30000   4654.59358    106.36930      0.00000      0.00000     60.52000      6.01765     97.87834    200.00000     57.74556     71.59344     73.78657      4.79158      2.96362      0.07746      2.63730
       4763.40000   4654.68272    105.08000      0.00000      0.00000     60.53601      6.02938     97.91381    200.00000     59.43539     80.03263     87.79632      4.73022      2.82412      0.08442      2.64840
       4763.50000   4654.77187    103.05500      0.00000      0.00000     61.80286      6.02273     97.94928    200.00000     58.43135     80.73263     87.68426      4.71226      2.77621      0.08033      2.63927
       4763.60000   4654.86101    101.90500      0.00000      0.00000     62.46481      6.01117     97.98475    200.00000     57.45794     80.33054     86.02248      4.69691      2.79751      0.07339      2.62547
       4763.70000   4654.95016    102.76450      0.00000      0.00000     61.48630      5.99595     98.02022    200.00000     57.45794     80.33054     86.02248      4.67215      2.92708      0.06449      2.60912
       4763.80000   4655.03930    103.62400      0.00000      0.00000     60.81001      6.00152     98.05569    200.00000     64.52670     88.93021     95.78204      4.71233      2.98195      0.06813      2.62367
       4763.90000   4655.12844    105.15480      0.00000      0.00000     60.49576      6.00997     98.09116    200.00000     77.47706     95.52942    101.43500      4.76338      2.98553      0.07348      2.64169
       4764.00000   4655.21758    108.37800      0.00000      0.00000     60.91319      6.01327     98.12663    200.00000    101.02090     91.93332     90.88792      4.80295      2.90459      0.07568      2.64998
       4764.10000   4655.30672    110.78470      0.00000      0.00000     65.37169      6.01559     98.16209    200.00000    103.79940     94.12637     89.83220      4.81699      2.81221      0.07716      2.65426
       4764.20000   4655.39586    112.57850      0.00000      0.00000     69.67507      6.01325     98.19756    200.00000     99.64864     97.40334     93.05833      4.79356      2.73683      0.07574      2.65052
       4764.30000   4655.48499    113.22310      0.00000      0.00000     69.34511      5.99686     98.23302    200.00000     94.29469     98.27102    100.44310      4.67488      2.72814      0.06568      2.62493
       4764.40000   4655.57413    112.49080      0.00000      0.00000     68.61642      6.00179     98.26849    200.00000     93.17220    100.74680    105.91150      4.53844      2.87897      0.06803      2.61915
       4764.50000   4655.66326    111.20150      0.00000      0.00000     68.10805      6.01342     98.30396    200.00000     93.65055    103.28540    109.72230      4.40613      3.07592      0.07430      2.61990
       4764.60000   4655.75240    109.91220      0.00000      0.00000     69.24785      6.01670     98.33943    200.00000     93.65055    103.28540    109.72230      4.32272      3.19340      0.07578      2.61423
       4764.70000   4655.84153    108.90830      0.00000      0.00000     69.64396      6.03248     98.37490    200.00000     95.50556     97.22317     95.14001      4.30064      3.23819      0.08520      2.62992
       4764.80000   4655.93066    108.28950      0.00000      0.00000     69.68673      6.04959     98.41037    200.00000     98.51367     92.18173     79.29622      4.31764      3.23136      0.09566      2.65150
       4764.90000   4656.01979    109.14900      0.00000      0.00000     69.87064      6.03606     98.44584    200.00000    102.83890    112.25470    101.03120      4.38406      3.13338      0.08777      2.64292
       4765.00000   4656.10892    108.94960      0.00000      0.00000     69.77289      6.03032     98.48131    200.00000     96.18427    110.63040    106.25860      4.44173      3.04474      0.08480      2.64603
       4765.10000   4656.19804    108.09010      0.00000      0.00000     69.51096      6.02725     98.51678    200.00000     83.92706     96.87422    101.66130      4.49064      2.96134      0.08354      2.65341
       4765.20000   4656.28717    107.23050      0.00000      0.00000     69.36173      6.00241     98.55225    200.00000     83.92706     96.87422    101.66130      4.50676      2.87208      0.06898      2.63102
       4765.30000   4656.37629    106.49310      0.00000      0.00000     69.41057      6.00028     98.58772    200.00000    114.75300     99.39555    103.04970      4.48412      2.78942      0.06779      2.63103
       4765.40000   4656.46542    105.83900      0.00000      0.00000     69.56372      6.01459     98.62318    200.00000    165.24410    103.73400    104.66690      4.43478      2.71251      0.07626      2.64704
       4765.50000   4656.55454    104.97950      0.00000      0.00000     68.71017      6.01119     98.65865    200.00000    133.60820    105.88940     88.31156      4.44554      2.65094      0.07409      2.64047
       4765.60000   4656.64366    104.90210      0.00000      0.00000     68.65936      6.01346     98.69412    200.00000    114.79610    107.84440     91.29097      4.43070      2.64218      0.07536      2.64107
       4765.70000   4656.73278    105.54680      0.00000      0.00000     69.34955      6.02097     98.72959    200.00000    107.82130    109.61460    112.11780      4.39221      2.68216      0.07981      2.64828
       4765.80000   4656.82190    105.12130      0.00000      0.00000     69.40017      6.01569     98.76505    200.00000    115.65350    121.61560    108.59670      4.36315      2.76357      0.07669      2.64349
       4765.90000   4656.91102    104.69150      0.00000      0.00000     69.78149      6.00874     98.80052    200.00000    119.82030    127.97380    106.68590      4.34132      2.85984      0.07257      2.63614
       4766.00000   4657.00014    104.26180      0.00000      0.00000     70.53561      6.00000     98.83599    200.00000    119.82030    127.97380    106.68590      4.32753      2.97256      0.06737      2.62599
       4766.10000   4657.08925    106.88760      0.00000      0.00000     69.00684      6.00352     98.87146    200.00000    124.50390    111.32940    104.89310      4.39403      2.98247      0.06959      2.63303
       4766.20000   4657.17837    108.95220      0.00000      0.00000     68.47257      6.00560     98.90693    200.00000    121.29150     98.47362     98.42110      4.50403      2.93282      0.07093      2.63799
       4766.30000   4657.26748    110.02660      0.00000      0.00000     69.45943      6.00478     98.94240    200.00000    107.00320     92.00481     85.72588      4.66715      2.80993      0.07053      2.63885
       4766.40000   4657.35660    109.74720      0.00000      0.00000     69.22607      6.00454     98.97787    200.00000     97.48349     89.85882     80.26556      4.68508      2.64313      0.07050      2.64113
       4766.50000   4657.44571    108.83270      0.00000      0.00000     68.65868      5.99856     99.00000    200.00000     90.75147     88.35455     77.87984      4.67709      2.54308      0.06710      2.63681
       4766.60000   4657.53482    107.11370      0.00000      0.00000     67.76192      5.98293     99.00000    200.00000     87.76653     87.11810     79.26260      4.65286      2.56188      0.05801      2.62128
       4766.70000   4657.62393    105.39460      0.00000      0.00000     68.72777      5.98358     99.00000    200.00000     87.32475     86.93511     79.46724      4.56836      2.62278      0.05865      2.62927
       4766.80000   4657.71303    103.11170      0.00000      0.00000     69.59593      5.98871     99.00000    200.00000     85.22364     84.58676     78.62035      4.50949      2.73843      0.06199      2.64324
       4766.90000   4657.80214     99.67367      0.00000      0.00000     69.60108      5.99723     99.00000    200.00000     78.81781     77.42717     76.03836      4.52460      2.95130      0.06739      2.66110
       4767.00000   4657.89125     97.27218      0.00000      0.00000     69.55132      6.00633     99.00000    200.00000     79.08617     77.13018     74.97392      4.62446      3.00131      0.07283      2.67031
       4767.10000   4657.98035     95.84538      0.00000      0.00000     69.49219      6.01320     99.00000    200.00000     81.42998     77.02138     73.22955      4.74059      3.02524      0.07665      2.67075
       4767.20000   4658.06946     96.27515      0.00000      0.00000     69.44338      6.01396     99.00000    200.00000     84.92682     73.09452     68.78547      4.84543      3.08419      0.07626      2.65404
       4767.30000   4658.15856     96.70490      0.00000      0.00000     69.39928      6.01816     99.00000    200.00000     85.78005     72.13637     67.70111      5.06320      3.05430      0.07821      2.64713
       4767.40000   4658.24766     97.13466      0.00000      0.00000     69.19045      6.02709     99.00000    200.00000     81.55070     71.20818     65.30230      5.34399      2.99152      0.08296      2.64446
       4767.50000   4658.33676     97.56442      0.00000      0.00000     68.43129      6.04804     99.00000    200.00000     63.32078     67.20739     54.96261      5.71276      2.91479      0.09443      2.64534
       4767.60000   4658.42586     97.99418      0.00000      0.00000     69.89311      6.06719     99.00000    200.00000     51.37940     59.37947     52.60696      6.20662      2.99767      0.10576      2.65739
       4767.70000   4658.51495     98.34486      0.00000      0.00000     71.59647      6.08195     99.00000    200.00000     42.83560     51.03609     52.95015      6.71000      3.13652      0.11471      2.66971
       4767.80000   4658.60405     98.34486      0.00000      0.00000     70.30872      6.08048     99.00000    200.00000     37.85733     47.40664     50.65898      7.02678      3.23169      0.11339      2.66279
       4767.90000   4658.69315     98.62849      0.00000      0.00000     65.16788      6.07555     99.00000    200.00000     37.79568     45.76574     46.96861      7.19246      3.37075      0.11017      2.65551
       4768.00000   4658.78224     98.99980      0.00000      0.00000     59.10713      6.07022     99.00000    200.00000     39.41483     45.18865     43.73329      7.24821      3.49823      0.10668      2.64748
       4768.10000   4658.87133     98.99980      0.00000      0.00000     59.81237      6.07363     99.00000    200.00000     35.62120     44.86195     47.96818      7.10006      3.40850      0.10773      2.63585
       4768.20000   4658.96043     98.99980      0.00000      0.00000     59.79923      6.07312     99.00000    200.00000     34.14927     44.73519     49.61132      7.05882      3.15171      0.10691      2.62784
       4768.30000   4659.04952     99.03762      0.00000      0.00000     59.40238      6.06983     99.00000    200.00000     34.29232     44.83334     49.49235      7.07129      2.81396      0.10472      2.62182
       4768.40000   4659.13861     99.46738      0.00000      0.00000     59.74895      6.06354     99.00000    200.00000     35.91788     45.94869     48.14048      6.93814      2.73469      0.10074      2.61276
       4768.50000   4659.22769     99.41238      0.00000      0.00000     59.48420      6.05579     99.00000    200.00000     35.08578     46.24175     48.37971      6.93050      2.60486      0.09610      2.60476
       4768.60000   4659.31678     99.03418      0.00000      0.00000     58.78932      6.04748     99.00000    200.00000     32.44247     45.88194     49.65749      7.01621      2.44890      0.09125      2.59792
       4768.70000   4659.40587     99.89370      0.00000      0.00000     59.11345      6.05261     99.00000    200.00000     31.92789     45.10928     46.34038      7.01382      2.60399      0.09401      2.59856
       4768.80000   4659.49495    100.75320      0.00000      0.00000     59.29637      6.05615     99.00000    200.00000     31.67883     44.73531     44.73490      7.05008      2.75710      0.09578      2.59700
       4768.90000   4659.58404    101.61270      0.00000      0.00000     59.34686      6.05821     99.00000    200.00000     31.67883     44.73531     44.73490      7.12259      2.90836      0.09664      2.59338
       4769.00000   4659.67312    102.47230      0.00000      0.00000     59.99423      6.06635     99.00000    200.00000     30.40769     41.95545     45.17461      7.19400      3.06410      0.10172      2.60487
       4769.10000   4659.76220    102.72840      0.00000      0.00000     59.79081      6.06078     99.00000    200.00000     29.92592     40.69946     46.43098      7.23376      3.12507      0.09832      2.59660
       4769.20000   4659.85128    102.29860      0.00000      0.00000     58.61477      6.03957     99.00000    200.00000     30.35312     41.20121     48.61168      7.23757      3.07827      0.08523      2.56572
       4769.30000   4659.94036    101.86890      0.00000      0.00000     58.68717      6.04604     99.00000    200.00000     30.34361     42.70512     48.31117      7.19355      3.08436      0.08877      2.56901
       4769.40000   4660.02944    101.43910      0.00000      0.00000     61.76049      6.05302     99.00000    200.00000     30.71293     42.89707     46.68369      7.19474      3.09757      0.09277      2.57518
       4769.50000   4660.11852    101.00940      0.00000      0.00000     68.87569      6.05843     99.00000    200.00000     31.64120     41.19516     43.42699      7.26227      3.11624      0.09606      2.58250
       4769.60000   4660.20759    100.57960      0.00000      0.00000     68.92223      6.05975     99.00000    200.00000     31.73774     41.01816     43.08830      7.30043      3.22719      0.09727      2.59057
       4769.70000   4660.29667    100.86930      0.00000      0.00000     68.62631      6.05954     99.00000    200.00000     32.34303     41.22727     43.36498      7.37912      3.31048      0.09775      2.59972
       4769.80000   4660.38574    102.37340      0.00000      0.00000     69.13735      6.05754     99.00000    200.00000     33.97015     41.78940     44.10875      7.53198      3.32900      0.09738      2.61054
       4769.90000   4660.47481    102.96650      0.00000      0.00000     69.35998      6.04460     99.00000    200.00000     34.76485     41.75398     43.86339      7.44170      3.22844      0.08991      2.60018
       4770.00000   4660.56388    102.90890      0.00000      0.00000     69.69621      6.03460     99.00000    200.00000     35.02126     42.24259     44.71072      7.33854      3.10548      0.08422      2.59395
       4770.10000   4660.65295    101.83450      0.00000      0.00000     70.37736      6.03481     99.00000    200.00000     34.46589     44.04802     48.20782      7.29944      2.98035      0.08491      2.60428
       4770.20000   4660.74202    101.61960      0.00000      0.00000     69.92458      6.02131     99.00000    200.00000     36.00781     44.53734     46.75599      7.19733      2.88751      0.07788      2.60722
       4770.30000   4660.83109    101.61960      0.00000      0.00000     69.36115      6.01085     99.00000    200.00000     37.50378     44.65340     44.80910      7.08389      2.84488      0.07263      2.61348
       4770.40000   4660.92016    101.61960      0.00000      0.00000     69.25108      6.01739     99.00000    200.00000     37.50378     44.65340     44.80910      6.98202      2.91281      0.07712      2.63330
       4770.50000   4661.00922    101.45800      0.00000      0.00000     68.71091      6.02036     99.02597    200.00000     43.52835     47.19866     47.52830      6.68093      2.99824      0.07871      2.63343
       4770.60000   4661.09829    101.63510      0.00000      0.00000     68.56078      6.02357     99.06051    200.00000     49.67142     50.12552     50.52123      6.35838      3.07721      0.08024      2.62930
       4770.70000   4661.18735    103.13920      0.00000      0.00000     70.21157      6.03159     99.09504    200.00000     49.48839     51.50229     51.40467      6.18561      3.11475      0.08477      2.63272
       4770.80000   4661.27641    103.88700      0.00000      0.00000     70.22883      6.03420     99.12958    200.00000     49.43422     51.90982     51.66617      6.07328      3.05794      0.08594      2.62853
       4770.90000   4661.36547    104.23940      0.00000      0.00000     69.66031      6.03342     99.16411    200.00000     49.75068     52.48078     52.45557      5.98016      2.97329      0.08513      2.62149
       4771.00000   4661.45453    104.23940      0.00000      0.00000     69.55215      6.02752     99.19865    200.00000     51.50880     55.65279     56.84111      5.85876      2.94257      0.08167      2.61604
       4771.10000   4661.54359    104.23940      0.00000      0.00000     70.10060      6.02980     99.23318    200.00000     54.33758     58.24564     58.39951      5.79237      2.92044      0.08316      2.62089
       4771.20000   4661.63265    104.18270      0.00000      0.00000     70.88347      6.03484     99.26772    200.00000     56.97733     59.95171     58.86131      5.75181      2.92040      0.08632      2.62916
       4771.30000   4661.72170    103.75290      0.00000      0.00000     70.94363      6.02994     99.30225    200.00000     54.68229     57.82369     61.86091      5.69133      3.03600      0.08341      2.62432
       4771.40000   4661.81076    103.58450      0.00000      0.00000     70.00570      6.04136     99.33678    200.00000     57.25813     56.41386     56.03514      5.78531      3.03825      0.09091      2.64484
       4771.50000   4661.89981    103.58450      0.00000      0.00000     68.57179      6.06066     99.37132    200.00000     61.78207     55.58590     46.14573      5.97030      2.97775      0.10340      2.67716
       4771.60000   4661.98887    103.58450      0.00000      0.00000     68.74667      6.05125     99.40586    200.00000     53.30387     56.05375     53.99163      6.06178      3.02983      0.09712      2.66004
       4771.70000   4662.07792    103.82510      0.00000      0.00000     68.86555      6.04323     99.44039    200.00000     46.81280     57.52037     60.66939      6.14533      3.03423      0.09191      2.64688
       4771.80000   4662.16697    104.25490      0.00000      0.00000     68.99220      6.03584     99.47493    200.00000     42.06050     59.69068     66.22196      6.21829      3.00194      0.08727      2.63625
       4771.90000   4662.25602    104.68470      0.00000      0.00000     70.50511      6.01602     99.50946    200.00000     42.06050     59.69068     66.22196      6.17492      2.98994      0.07532      2.61036
       4772.00000   4662.34507    105.11440      0.00000      0.00000     70.54347      6.00234     99.54400    200.00000     40.98346     57.28747     64.93159      6.12610      2.95288      0.06719      2.59370
       4772.10000   4662.43411    105.54420      0.00000      0.00000     69.17641      5.99450     99.57853    200.00000     38.87986     52.59369     62.41134      6.07211      2.89192      0.06272      2.58583
       4772.20000   4662.52316    105.12470      0.00000      0.00000     67.66875      5.99770     99.61307    200.00000     40.41467     54.33656     58.60908      5.99261      2.84649      0.06488      2.59678
       4772.30000   4662.61220    104.49560      0.00000      0.00000     67.58983      6.00408     99.64761    200.00000     41.72482     53.99785     56.04847      6.01243      2.82651      0.06885      2.60972
       4772.40000   4662.70125    103.63600      0.00000      0.00000     69.16333      6.01396     99.68214    200.00000     42.72441     51.16428     54.94016      6.14735      2.83572      0.07483      2.62472
       4772.50000   4662.79029    102.97850      0.00000      0.00000     69.82517      6.01480     99.71667    200.00000     42.78438     50.99427     54.87366      6.33488      2.77031      0.07492      2.61749
       4772.60000   4662.87933    102.60210      0.00000      0.00000     69.52929      6.01872     99.75121    200.00000     40.75399     51.35802     56.43966      6.52468      2.78970      0.07685      2.61386
       4772.70000   4662.96837    102.60210      0.00000      0.00000     67.97060      6.02782     99.78574    200.00000     35.87323     52.23243     60.20410      6.71293      2.93481      0.08189      2.61727
       4772.80000   4663.05741    103.36870      0.00000      0.00000     66.99971      6.03658     99.82028    200.00000     42.41941     53.34053     57.92656      6.73851      2.89991      0.08700      2.62446
       4772.90000   4663.14645    104.46550      0.00000      0.00000     67.26863      6.04402     99.85481    200.00000     46.67665     53.17538     55.12962      6.69889      2.90635      0.09148      2.63242
       4773.00000   4663.23548    105.96960      0.00000      0.00000     69.54457      6.04929     99.88935    200.00000     44.62681     50.77497     52.69700      6.58111      3.02124      0.09484      2.64094
       4773.10000   4663.32452    106.92970      0.00000      0.00000     69.94468      6.05185     99.92388    200.00000     45.07726     55.39717     58.03534      6.54102      2.88017      0.09651      2.64532
       4773.20000   4663.41355    107.23910      0.00000      0.00000     69.70273      6.04948     99.95842    200.00000     45.69782     59.42292     62.64212      6.48024      2.78391      0.09505      2.64206
       4773.30000   4663.50259    106.37960      0.00000      0.00000     68.83318      6.03771     99.99296    200.00000     45.69782     59.42292     62.64212      6.34498      2.88337      0.08761      2.62419
       4773.40000   4663.59162    105.39180      0.00000      0.00000     68.07215      6.03521    100.02750    200.00000     47.94275     54.81321     54.08627      6.07189      2.91031      0.08638      2.62658
       4773.50000   4663.68065    104.60490      0.00000      0.00000     68.11958      6.03338    100.06200    200.00000     53.29537     52.96059     49.11529      5.79989      2.95618      0.08561      2.63046
       4773.60000   4663.76968    104.44380      0.00000      0.00000     70.25633      6.02696    100.09660    200.00000     65.42577     61.64920     59.60782      5.62535      3.10246      0.08182      2.62444
       4773.70000   4663.85871    104.36300      0.00000      0.00000     70.39829      6.03157    100.13110    200.00000     65.54321     58.66031     57.01139      5.61674      3.06207      0.08430      2.62450
       4773.80000   4663.94773    104.40550      0.00000      0.00000     69.71230      6.04148    100.16560    200.00000     60.45367     52.83493     51.33881      5.73962      2.99719      0.08968      2.62544
       4773.90000   4664.03676    104.78160      0.00000      0.00000     68.48625      6.05689    100.20020    200.00000     51.34615     50.81214     50.28581      6.12438      3.06542      0.09778      2.62229
       4774.00000   4664.12578    105.79690      0.00000      0.00000     68.34602      6.06209    100.23470    200.00000     48.07056     50.38535     48.55912      6.49176      3.04860      0.10016      2.61579
       4774.10000   4664.21481    106.67010      0.00000      0.00000     68.89154      6.06420    100.26920    200.00000     47.43099     50.59729     46.89843      6.79971      3.01803      0.10088      2.60959
       4774.20000   4664.30383    105.59570      0.00000      0.00000     70.46889      6.07225    100.30380    200.00000     47.43099     50.59729     46.89843      6.86423      3.09372      0.10530      2.61151
       4774.30000   4664.39285    104.52130      0.00000      0.00000     71.01240      6.05968    100.33830    200.00000     49.75328     54.25972     52.87069      6.80546      3.02800      0.09820      2.60458
       4774.40000   4664.48187    103.24070      0.00000      0.00000     70.88899      6.03902    100.37280    200.00000     52.36063     58.67406     60.43430      6.67787      2.90866      0.08672      2.59688
       4774.50000   4664.57089    100.55470      0.00000      0.00000     69.98148      6.03828    100.40740    200.00000     48.46581     54.89362     57.12321      6.52980      2.93816      0.08742      2.61607
       4774.60000   4664.65991    100.33460      0.00000      0.00000     69.46368      6.03997    100.44190    200.00000     45.97628     53.52702     57.28161      6.42887      2.92175      0.08939      2.63422
       4774.70000   4664.74893    101.84310      0.00000      0.00000     69.30513      6.04247    100.47640    200.00000     44.60728     53.60352     59.53263      6.34966      2.87152      0.09162      2.64920
       4774.80000   4664.83794    104.63650      0.00000      0.00000     70.33945      6.03584    100.51100    200.00000     45.52890     52.07578     59.68962      6.16491      2.77837      0.08723      2.63546
       4774.90000   4664.92696    106.71310      0.00000      0.00000     70.31575      6.04609    100.54550    200.00000     49.38781     51.81343     56.22009      5.97109      2.66987      0.09187      2.62144
       4775.00000   4665.01597    108.14160      0.00000      0.00000     69.44879      6.06954    100.58010    200.00000     55.37664     52.59833     50.14867      5.77401      2.55212      0.10358      2.60757
       4775.10000   4665.10498    107.28210      0.00000      0.00000     68.63121      6.08474    100.61460    200.00000     54.84027     54.49583     52.97416      5.69713      2.52627      0.11148      2.60491
       4775.20000   4665.19399    106.42260      0.00000      0.00000     68.87212      6.11752    100.64910    200.00000     54.20803     56.71642     55.39084      5.75363      2.50070      0.12916      2.60711
       4775.30000   4665.28300    105.56310      0.00000      0.00000     70.13820      6.16733    100.68370    200.00000     53.48294     59.24990     57.41158      5.93932      2.47541      0.15632      2.61403
       4775.40000   4665.37201    106.39510      0.00000      0.00000     70.40874      6.15591    100.71820    200.00000     53.57140     58.12550     55.91755      6.07962      2.54939      0.14873      2.59869
       4775.50000   4665.46102    107.55110      0.00000      0.00000     70.16559      6.15572    100.75270    200.00000     53.03761     57.33620     56.71207      6.20091      2.62579      0.14795      2.59200
       4775.60000   4665.55003    109.05530      0.00000      0.00000     69.33842      6.16990    100.78730    200.00000     51.75784     57.01009     60.26025      6.30075      2.70315      0.15582      2.59590
       4775.70000   4665.63903    109.35270      0.00000      0.00000     68.48971      6.15524    100.82180    200.00000     52.03846     56.50365     57.71197      6.19766      2.84570      0.14774      2.59240
       4775.80000   4665.72803    108.77080      0.00000      0.00000     68.12968      6.14875    100.85630    200.00000     49.93469     55.86524     55.21398      6.10010      2.94338      0.14457      2.59500
       4775.90000   4665.81704    107.05180      0.00000      0.00000     68.46922      6.15672    100.89090    200.00000     44.27568     55.05606     53.38268      6.03022      2.97065      0.14995      2.60702
       4776.00000   4665.90604    105.33270      0.00000      0.00000     69.01044      6.13536    100.92540    200.00000     54.62672     55.44148     50.09301      5.95055      2.96357      0.13812      2.60155
       4776.10000   4665.99504    102.83150      0.00000      0.00000     69.36713      6.12324    100.95990    200.00000     59.47524     54.71088     47.82407      5.89411      2.90392      0.13167      2.60149
       4776.20000   4666.08404     98.96371      0.00000      0.00000     69.35696      6.13372    100.99450    200.00000     51.18128     51.76707     47.66000      5.88043      2.76000      0.13842      2.61475
       4776.30000   4666.17304     97.98386      0.00000      0.00000     68.42056      6.13563    100.94200    200.00000     49.85425     51.29606     47.63374      5.93025      2.70575      0.14019      2.62306
       4776.40000   4666.26203     98.50473      0.00000      0.00000     67.78661      6.12478    100.87290    200.00000     51.61855     51.86892     48.31932      5.96692      2.69495      0.13484      2.62861
